full_text,casefolding,cleanedtext,slangremoved,stopwordremoved,tokenized,stemming,stemming_str,sentiment
Respect banget sama pemerintah mikirin rakyat banget #MakanBergiziBangunNegeri,respect banget sama pemerintah mikirin rakyat banget #makanbergizibangunnegeri,respect banget sama pemerintah mikirin rakyat banget makanbergizibangunnegeri,respect banget sama pemerintah memikirkan rakyat banget makanbergizibangunnegeri,respect banget pemerintah memikirkan rakyat banget makanbergizibangunnegeri,"['respect', 'banget', 'pemerintah', 'memikirkan', 'rakyat', 'banget', 'makanbergizibangunnegeri']","['respect', 'banget', 'perintah', 'pikir', 'rakyat', 'banget', 'makanbergizibangunnegeri']",respect banget perintah pikir rakyat banget makanbergizibangunnegeri,netral
Prabowo memberikan solusi nyata untuk menciptakan generasi penerus bangsa yang sehat dan berkualitas. #MakanBergiziBangunNegeri,prabowo memberikan solusi nyata untuk menciptakan generasi penerus bangsa yang sehat dan berkualitas. #makanbergizibangunnegeri,prabowo memberikan solusi nyata untuk menciptakan generasi penerus bangsa yang sehat dan berkualitas makanbergizibangunnegeri,prabowo memberikan solusi nyata untuk menciptakan generasi penerus bangsa yang sehat dan berkualitas makanbergizibangunnegeri,prabowo solusi nyata menciptakan generasi penerus bangsa sehat berkualitas makanbergizibangunnegeri,"['prabowo', 'solusi', 'nyata', 'menciptakan', 'generasi', 'penerus', 'bangsa', 'sehat', 'berkualitas', 'makanbergizibangunnegeri']","['prabowo', 'solusi', 'nyata', 'cipta', 'generasi', 'terus', 'bangsa', 'sehat', 'kualitas', 'makanbergizibangunnegeri']",prabowo solusi nyata cipta generasi terus bangsa sehat kualitas makanbergizibangunnegeri,positif
Langkah pemerintah ini membantu menciptakan lingkungan yang lebih sehat dan berkualitas bagi masyarakat. #MakanBergiziBangunNegeri,langkah pemerintah ini membantu menciptakan lingkungan yang lebih sehat dan berkualitas bagi masyarakat. #makanbergizibangunnegeri,langkah pemerintah ini membantu menciptakan lingkungan yang lebih sehat dan berkualitas bagi masyarakat makanbergizibangunnegeri,langkah pemerintah ini membantu menciptakan lingkungan yang lebih sehat dan berkualitas bagi masyarakat makanbergizibangunnegeri,langkah pemerintah membantu menciptakan lingkungan sehat berkualitas masyarakat makanbergizibangunnegeri,"['langkah', 'pemerintah', 'membantu', 'menciptakan', 'lingkungan', 'sehat', 'berkualitas', 'masyarakat', 'makanbergizibangunnegeri']","['langkah', 'perintah', 'bantu', 'cipta', 'lingkung', 'sehat', 'kualitas', 'masyarakat', 'makanbergizibangunnegeri']",langkah perintah bantu cipta lingkung sehat kualitas masyarakat makanbergizibangunnegeri,positif
Naah niiiih dengar deh @jokowi @prabowo dongeng sebelum bobo nggak perlu pusing difikirkan kita jogetin saja OKE GASS..... OKE GASS....,naah niiiih dengar deh @jokowi @prabowo dongeng sebelum bobo nggak perlu pusing difikirkan kita jogetin saja oke gass..... oke gass....,naah niiiih dengar deh dongeng sebelum bobo nggak perlu pusing difikirkan kita jogetin saja oke gass oke gass,naah niiiih dengar deh dongeng sebelum bobo tidak perlu pusing difikirkan kita berjoget saja oke gass oke gass,naah dengar deh dongeng bobo pusing berjoget oke gass oke gass,"['naah', 'dengar', 'deh', 'dongeng', 'bobo', 'pusing', 'berjoget', 'oke', 'gass', 'oke', 'gass']","['naah', 'dengar', 'deh', 'dongeng', 'bobo', 'pusing', 'joget', 'oke', 'gass', 'oke', 'gass']",naah dengar deh dongeng bobo pusing joget oke gass oke gass,positif
Prabowo paham banget kalau gizi tuh investasi masa depan #MakanBergiziBangunNegeri,prabowo paham banget kalau gizi tuh investasi masa depan #makanbergizibangunnegeri,prabowo paham banget kalau gizi tuh investasi masa depan makanbergizibangunnegeri,prabowo paham banget kalau gizi tuh investasi masa depan makanbergizibangunnegeri,prabowo paham banget gizi tuh investasi makanbergizibangunnegeri,"['prabowo', 'paham', 'banget', 'gizi', 'tuh', 'investasi', 'makanbergizibangunnegeri']","['prabowo', 'paham', 'banget', 'gizi', 'tuh', 'investasi', 'makanbergizibangunnegeri']",prabowo paham banget gizi tuh investasi makanbergizibangunnegeri,positif
Langkah nyata pemerintah buat wujudkan generasi yang lebih sehat dan cerdas. Salut! #MakanBergiziBangunNegeri,langkah nyata pemerintah buat wujudkan generasi yang lebih sehat dan cerdas. salut! #makanbergizibangunnegeri,langkah nyata pemerintah buat wujudkan generasi yang lebih sehat dan cerdas salut makanbergizibangunnegeri,langkah nyata pemerintah buat wujudkan generasi yang lebih sehat dan cerdas salut makanbergizibangunnegeri,langkah nyata pemerintah wujudkan generasi sehat cerdas salut makanbergizibangunnegeri,"['langkah', 'nyata', 'pemerintah', 'wujudkan', 'generasi', 'sehat', 'cerdas', 'salut', 'makanbergizibangunnegeri']","['langkah', 'nyata', 'perintah', 'wujud', 'generasi', 'sehat', 'cerdas', 'salut', 'makanbergizibangunnegeri']",langkah nyata perintah wujud generasi sehat cerdas salut makanbergizibangunnegeri,netral
Program makan bergizi gratis menunjukkan bahwa pemerintah hadir untuk rakyat kecil. #MakanBergiziBangunNegeri,program makan bergizi gratis menunjukkan bahwa pemerintah hadir untuk rakyat kecil. #makanbergizibangunnegeri,program makan bergizi gratis menunjukkan bahwa pemerintah hadir untuk rakyat kecil makanbergizibangunnegeri,program makan bergizi gratis menunjukkan bahwa pemerintah hadir untuk rakyat kecil makanbergizibangunnegeri,program makan bergizi gratis pemerintah hadir rakyat makanbergizibangunnegeri,"['program', 'makan', 'bergizi', 'gratis', 'pemerintah', 'hadir', 'rakyat', 'makanbergizibangunnegeri']","['program', 'makan', 'gizi', 'gratis', 'perintah', 'hadir', 'rakyat', 'makanbergizibangunnegeri']",program makan gizi gratis perintah hadir rakyat makanbergizibangunnegeri,netral
@bigmulyono @papa_loren @SWAMI912757848 @bleketetet @110SSD @aniesbaswedan 58 mana mang ada wujudnya kah... Lihatlah hasil dr yg katanya 58.... Lihatlah kerusakan dan masih ada buzzer Prabowo yg bungkam dan membela kesalahan....punya otak ngk sih bang mereka itu...,@bigmulyono @papa_loren @swami912757848 @bleketetet @110ssd @aniesbaswedan 58 mana mang ada wujudnya kah... lihatlah hasil dr yg katanya 58.... lihatlah kerusakan dan masih ada buzzer prabowo yg bungkam dan membela kesalahan....punya otak ngk sih bang mereka itu...,mana mang ada wujudnya kah lihatlah hasil dr yg katanya lihatlah kerusakan dan masih ada buzzer prabowo yg bungkam dan membela kesalahan punya otak ngk sih bang mereka itu,mana memang ada wujudnya kah lihatlah hasil dari yang katanya lihatlah kerusakan dan masih ada buzzer prabowo yang bungkam dan membela kesalahan punya otak tidak sih bang mereka itu,wujudnya kah lihatlah hasil lihatlah kerusakan buzzer prabowo bungkam membela kesalahan otak bang,"['wujudnya', 'kah', 'lihatlah', 'hasil', 'lihatlah', 'kerusakan', 'buzzer', 'prabowo', 'bungkam', 'membela', 'kesalahan', 'otak', 'bang']","['wujud', 'kah', 'lihat', 'hasil', 'lihat', 'rusa', 'buzzer', 'prabowo', 'bungkam', 'bela', 'salah', 'otak', 'bang']",wujud kah lihat hasil lihat rusa buzzer prabowo bungkam bela salah otak bang,netral
@detikcom Jika 300T kembali ke kas negara bukankah bisa untuk kesejahteraan rakyat pak @prabowo ? https://t.co/kumZt3bdLk,@detikcom jika 300t kembali ke kas negara bukankah bisa untuk kesejahteraan rakyat pak @prabowo ? https://t.co/kumzt3bdlk,jika t kembali ke kas negara bukankah bisa untuk kesejahteraan rakyat pak,jika t kembali ke kas negara bukankah bisa untuk kesejahteraan rakyat pak,t kas negara kesejahteraan rakyat,"['t', 'kas', 'negara', 'kesejahteraan', 'rakyat']","['t', 'kas', 'negara', 'sejahtera', 'rakyat']",t kas negara sejahtera rakyat,netral
@Per98943129Rudi @ike_hw71 @prabowo @habiburokhman Paket komplit bro,@per98943129rudi @ike_hw71 @prabowo @habiburokhman paket komplit bro,paket komplit bro,paket komplit bro,paket komplit bro,"['paket', 'komplit', 'bro']","['paket', 'komplit', 'bro']",paket komplit bro,positif
@AdiTv571828 @prabowo jelas lebih baik mulyono di 5 tahun pertama,@aditv571828 @prabowo jelas lebih baik mulyono di 5 tahun pertama,jelas lebih baik mulyono di tahun pertama,jelas lebih baik mulyono di tahun pertama,mulyono,['mulyono'],['mulyono'],mulyono,netral
Prabowo Disambut Meriah dengan Musik Kolintang pada Perayaan Natal Nasional 2024 https://t.co/Wj3H942yJI https://t.co/uWTv0Xbmwz,prabowo disambut meriah dengan musik kolintang pada perayaan natal nasional 2024 https://t.co/wj3h942yji https://t.co/uwtv0xbmwz,prabowo disambut meriah dengan musik kolintang pada perayaan natal nasional,prabowo disambut meriah dengan musik kolintang pada perayaan natal nasional,prabowo disambut meriah musik kolintang perayaan natal nasional,"['prabowo', 'disambut', 'meriah', 'musik', 'kolintang', 'perayaan', 'natal', 'nasional']","['prabowo', 'sambut', 'riah', 'musik', 'kolintang', 'raya', 'natal', 'nasional']",prabowo sambut riah musik kolintang raya natal nasional,positif
apalagi bpk gue pembela pemerintah. bahkan ngebela israel juga.,apalagi bpk gue pembela pemerintah. bahkan ngebela israel juga.,apalagi bpk gue pembela pemerintah bahkan ngebela israel juga,apalagi bpk saya pembela pemerintah bahkan membela israel juga,bpk pembela pemerintah membela israel,"['bpk', 'pembela', 'pemerintah', 'membela', 'israel']","['bpk', 'bela', 'perintah', 'bela', 'israel']",bpk bela perintah bela israel,netral
@Gojekmilitan @prabowo Ngga ada harganya di mata negara tetangga.,@gojekmilitan @prabowo ngga ada harganya di mata negara tetangga.,ngga ada harganya di mata negara tetangga,tidak ada harganya di mata negara tetangga,harganya mata negara tetangga,"['harganya', 'mata', 'negara', 'tetangga']","['harga', 'mata', 'negara', 'tetangga']",harga mata negara tetangga,positif
Alhamdulillah terima kasih pemerintah,alhamdulillah terima kasih pemerintah,alhamdulillah terima kasih pemerintah,alhamdulillah terima kasih pemerintah,alhamdulillah terima kasih pemerintah,"['alhamdulillah', 'terima', 'kasih', 'pemerintah']","['alhamdulillah', 'terima', 'kasih', 'perintah']",alhamdulillah terima kasih perintah,positif
@prabowo Bersihin ini dulu pak Waketum Gerindra Habiburokhman. Berani ngga?,@prabowo bersihin ini dulu pak waketum gerindra habiburokhman. berani ngga?,bersihin ini dulu pak waketum gerindra habiburokhman berani ngga,bersihin ini dulu pak waketum gerindra habiburokhman berani tidak,bersihin waketum gerindra habiburokhman berani,"['bersihin', 'waketum', 'gerindra', 'habiburokhman', 'berani']","['bersihin', 'waketum', 'gerindra', 'habiburokhman', 'berani']",bersihin waketum gerindra habiburokhman berani,netral
@ygejiihwang Ini baru langkah yang epic bravo pemerintah #MakanBergiziBangunNegeri,@ygejiihwang ini baru langkah yang epic bravo pemerintah #makanbergizibangunnegeri,ini baru langkah yang epic bravo pemerintah makanbergizibangunnegeri,ini baru langkah yang epic bravo pemerintah makanbergizibangunnegeri,langkah epic bravo pemerintah makanbergizibangunnegeri,"['langkah', 'epic', 'bravo', 'pemerintah', 'makanbergizibangunnegeri']","['langkah', 'epic', 'bravo', 'perintah', 'makanbergizibangunnegeri']",langkah epic bravo perintah makanbergizibangunnegeri,positif
@TheBullAI @jokowi @prabowo you are very awesome 0xcb3e8555de24a6f12694357bb9e85ee955288d16,@thebullai @jokowi @prabowo you are very awesome 0xcb3e8555de24a6f12694357bb9e85ee955288d16,you are very awesome xcbedeafbbeeed,you are very awesome xcbedeafbbeeed,you are very awesome,"['you', 'are', 'very', 'awesome']","['you', 'are', 'very', 'awesome']",you are very awesome,netral
Dengerin @prabowo https://t.co/tplr4IaCkN,dengerin @prabowo https://t.co/tplr4iackn,dengerin,mendengarkan,mendengarkan,['mendengarkan'],['dengar'],dengar,positif
Langkah positif dari pemerintah untuk meningkatkan kualitas pendidikan lewat kenaikan gaji guru! #PemerintahNaikkanGajiGuru https://t.co/1Jzz9CLOBn,langkah positif dari pemerintah untuk meningkatkan kualitas pendidikan lewat kenaikan gaji guru! #pemerintahnaikkangajiguru https://t.co/1jzz9clobn,langkah positif dari pemerintah untuk meningkatkan kualitas pendidikan lewat kenaikan gaji guru pemerintahnaikkangajiguru,langkah positif dari pemerintah untuk meningkatkan kualitas pendidikan lewat kenaikan gaji guru pemerintahnaikkangajiguru,langkah positif pemerintah meningkatkan kualitas pendidikan kenaikan gaji guru pemerintahnaikkangajiguru,"['langkah', 'positif', 'pemerintah', 'meningkatkan', 'kualitas', 'pendidikan', 'kenaikan', 'gaji', 'guru', 'pemerintahnaikkangajiguru']","['langkah', 'positif', 'perintah', 'tingkat', 'kualitas', 'didik', 'naik', 'gaji', 'guru', 'pemerintahnaikkangajiguru']",langkah positif perintah tingkat kualitas didik naik gaji guru pemerintahnaikkangajiguru,positif
Pemerintah semakin perhatian sama dunia pendidikan gaji guru naik kualitas pun naik! #PemerintahNaikkanGajiGuru https://t.co/HBj8hXnZkb,pemerintah semakin perhatian sama dunia pendidikan gaji guru naik kualitas pun naik! #pemerintahnaikkangajiguru https://t.co/hbj8hxnzkb,pemerintah semakin perhatian sama dunia pendidikan gaji guru naik kualitas pun naik pemerintahnaikkangajiguru,pemerintah semakin perhatian sama dunia pendidikan gaji guru naik kualitas pun naik pemerintahnaikkangajiguru,pemerintah perhatian dunia pendidikan gaji guru kualitas pemerintahnaikkangajiguru,"['pemerintah', 'perhatian', 'dunia', 'pendidikan', 'gaji', 'guru', 'kualitas', 'pemerintahnaikkangajiguru']","['perintah', 'perhati', 'dunia', 'didik', 'gaji', 'guru', 'kualitas', 'pemerintahnaikkangajiguru']",perintah perhati dunia didik gaji guru kualitas pemerintahnaikkangajiguru,positif
@RajaJuliAntoni @prabowo Semua demi keamanan dan kenyamanan masyarakat,@rajajuliantoni @prabowo semua demi keamanan dan kenyamanan masyarakat,semua demi keamanan dan kenyamanan masyarakat,semua demi keamanan dan kenyamanan masyarakat,keamanan kenyamanan masyarakat,"['keamanan', 'kenyamanan', 'masyarakat']","['aman', 'nyaman', 'masyarakat']",aman nyaman masyarakat,positif
Pemerintah makin perhatian sama nasib guru kualitas pendidikan pasti ikut naik! #PemerintahNaikkanGajiGuru https://t.co/JhJa7q6Zgi,pemerintah makin perhatian sama nasib guru kualitas pendidikan pasti ikut naik! #pemerintahnaikkangajiguru https://t.co/jhja7q6zgi,pemerintah makin perhatian sama nasib guru kualitas pendidikan pasti ikut naik pemerintahnaikkangajiguru,pemerintah makin perhatian sama nasib guru kualitas pendidikan pasti ikut naik pemerintahnaikkangajiguru,pemerintah perhatian nasib guru kualitas pendidikan pemerintahnaikkangajiguru,"['pemerintah', 'perhatian', 'nasib', 'guru', 'kualitas', 'pendidikan', 'pemerintahnaikkangajiguru']","['perintah', 'perhati', 'nasib', 'guru', 'kualitas', 'didik', 'pemerintahnaikkangajiguru']",perintah perhati nasib guru kualitas didik pemerintahnaikkangajiguru,positif
@IndonesiaJadi Bersih itu keren yuk dukung pemerintah yang lagi giat banget bikin perubahan energi bersih!,@indonesiajadi bersih itu keren yuk dukung pemerintah yang lagi giat banget bikin perubahan energi bersih!,bersih itu keren yuk dukung pemerintah yang lagi giat banget bikin perubahan energi bersih,bersih itu keren yuk dukung pemerintah yang lagi giat banget bikin perubahan energi bersih,bersih keren yuk dukung pemerintah giat banget bikin perubahan energi bersih,"['bersih', 'keren', 'yuk', 'dukung', 'pemerintah', 'giat', 'banget', 'bikin', 'perubahan', 'energi', 'bersih']","['bersih', 'keren', 'yuk', 'dukung', 'perintah', 'giat', 'banget', 'bikin', 'ubah', 'energi', 'bersih']",bersih keren yuk dukung perintah giat banget bikin ubah energi bersih,positif
Sudah seharusnya guru mendapatkan perhatian lebih dari pemerintah #PemerintahNaikkanGajiGuru https://t.co/YSf7ZVVH4U,sudah seharusnya guru mendapatkan perhatian lebih dari pemerintah #pemerintahnaikkangajiguru https://t.co/ysf7zvvh4u,sudah seharusnya guru mendapatkan perhatian lebih dari pemerintah pemerintahnaikkangajiguru,sudah seharusnya guru mendapatkan perhatian lebih dari pemerintah pemerintahnaikkangajiguru,guru perhatian pemerintah pemerintahnaikkangajiguru,"['guru', 'perhatian', 'pemerintah', 'pemerintahnaikkangajiguru']","['guru', 'perhati', 'perintah', 'pemerintahnaikkangajiguru']",guru perhati perintah pemerintahnaikkangajiguru,positif
@PaltiWest2024 Unpopular opinion : Penyebab utama kenaikan harga dimana2 bukan krn pajak pemerintah tapi kerakusan pelaku ekonomi terutama pedagang dalam menghitung profit yg ingin mereka hasilkan mulai dari sektor bawah sampai atas The real bajingan ya mereka itu,@paltiwest2024 unpopular opinion : penyebab utama kenaikan harga dimana2 bukan krn pajak pemerintah tapi kerakusan pelaku ekonomi terutama pedagang dalam menghitung profit yg ingin mereka hasilkan mulai dari sektor bawah sampai atas the real bajingan ya mereka itu,unpopular opinion penyebab utama kenaikan harga dimana bukan krn pajak pemerintah tapi kerakusan pelaku ekonomi terutama pedagang dalam menghitung profit yg ingin mereka hasilkan mulai dari sektor bawah sampai atas the real bajingan ya mereka itu,unpopular opinion penyebab utama kenaikan harga dimana bukan karena pajak pemerintah tapi kerakusan pelaku ekonomi terutama pedagang dalam menghitung profit yang ingin mereka hasilkan mulai dari sektor bawah sampai atas the real bajingan ya mereka itu,unpopular opinion penyebab utama kenaikan harga dimana pajak pemerintah kerakusan pelaku ekonomi pedagang menghitung profit hasilkan sektor the real bajingan ya,"['unpopular', 'opinion', 'penyebab', 'utama', 'kenaikan', 'harga', 'dimana', 'pajak', 'pemerintah', 'kerakusan', 'pelaku', 'ekonomi', 'pedagang', 'menghitung', 'profit', 'hasilkan', 'sektor', 'the', 'real', 'bajingan', 'ya']","['unpopular', 'opinion', 'sebab', 'utama', 'naik', 'harga', 'mana', 'pajak', 'perintah', 'rakus', 'laku', 'ekonomi', 'dagang', 'hitung', 'profit', 'hasil', 'sektor', 'the', 'real', 'bajing', 'ya']",unpopular opinion sebab utama naik harga mana pajak perintah rakus laku ekonomi dagang hitung profit hasil sektor the real bajing ya,positif
